Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
X785	0.361171294	5	0 1 0 1 0	0 0 0 1 1	0 1 1 1 1	1 0 0 0 1	0 1 1 0 0	0 1 0 1 1
X786	0.342088086	5	1 0 1 1 0	1 0 1 1 1	0 0 0 1 0	0 1 1 1 0	0 0 0 1 1	0 0 1 1 0
X787	0.712382835	5	0 0 1 1 1	1 1 0 1 0	1 0 0 0 0	0 0 0 1 0	1 1 0 1 1	1 0 0 1 0
X788	0.688267718	5	0 1 0 1 1	0 0 1 1 1	0 1 0 1 1	0 0 1 0 0	1 1 1 1 1	0 1 1 1 1
X789	0.130496682	5	0 1 0 0 1	1 1 1 1 1	0 1 1 0 1	1 1 1 1 0	0 1 1 1 1	0 1 1 1 1
X790	0.046830441	5	1 0 0 0 0	1 0 0 1 1	0 0 0 0 1	0 0 1 1 1	0 0 1 1 1	0 0 0 1 1
X791	0.352544799	5	0 1 1 1 1	0 1 1 0 0	1 1 1 0 1	0 1 1 1 1	0 1 1 1 1	0 1 1 1 1
X792	0.836519648	5	1 0 0 0 0	0 0 0 1 1	1 0 1 0 1	0 0 1 1 1	1 1 0 0 0	1 0 0 0 1
X793	0.019052769	5	1 0 0 1 1	0 1 0 0 1	1 1 1 1 0	0 0 1 1 1	0 0 0 0 0	0 0 0 1 1
X794	0.140132212	5	1 0 1 0 1	0 1 1 0 0	0 0 0 1 0	1 0 0 1 0	0 1 1 0 0	0 0 1 0 0
X795	0.073527935	5	1 1 0 1 1	1 0 0 1 1	0 1 1 0 1	0 0 0 1 0	0 1 1 0 1	0 1 0 1 1
X796	0.799675368	5	1 1 1 1 0	1 1 1 0 1	1 1 0 1 0	0 1 0 1 1	0 1 0 1 0	1 1 0 1 0
X797	0.933560416	5	1 0 0 1 0	0 0 1 1 0	1 1 0 0 1	1 0 1 0 1	0 0 0 1 1	1 0 0 1 1
X798	0.006043066	5	1 0 1 1 0	1 1 1 1 1	1 0 1 0 1	1 0 0 1 1	0 1 1 1 1	1 0 1 1 1
X799	0.998734139	5	0 0 1 1 1	0 0 1 0 0	0 0 1 0 1	0 0 1 0 1	1 0 1 0 1	0 0 1 0 1
X800	0.898615336	5	0 1 1 0 1	0 1 0 1 1	1 0 0 0 1	0 0 0 1 0	0 0 0 1 0	0 0 0 1 1
X801	0.337409806	5	0 0 1 1 1	0 1 1 0 0	1 1 1 0 1	1 1 0 0 0	0 1 1 1 0	0 1 1 0 0
X802	0.637451847	5	0 1 1 1 1	0 0 1 0 1	0 1 0 1 1	0 1 1 1 0	0 1 0 0 1	0 1 1 1 1
X803	0.367946252	5	0 1 1 0 0	1 0 1 0 1	0 1 0 1 1	1 1 0 1 1	1 1 0 0 1	1 1 0 0 1
X804	0.785681947	5	0 0 0 0 1	1 1 1 0 1	0 1 0 0 1	0 1 1 1 1	0 0 0 1 1	0 1 0 0 1
X805	0.492125994	5	1 1 0 1 1	1 1 0 0 1	0 1 1 0 1	1 0 1 0 1	1 1 1 0 1	1 1 1 0 1
X806	0.117980661	5	0 0 0 0 1	1 0 1 0 1	1 0 1 0 0	1 1 0 0 0	0 0 1 1 1	1 0 1 0 1
X807	0.86258603	5	1 1 0 0 1	0 1 1 1 1	0 0 0 1 0	0 1 1 0 1	0 0 0 1 0	0 1 0 1 1
X808	0.088716351	5	0 0 1 0 1	1 0 1 1 1	0 0 1 1 1	1 0 0 0 1	0 1 0 0 1	0 0 1 0 1
X809	0.868344392	5	1 0 1 1 1	1 0 1 0 1	0 1 0 1 1	1 0 0 0 1	1 0 1 1 1	1 0 1 1 1
X810	0.27707325	5	0 0 1 0 0	1 0 1 1 0	1 0 1 1 1	1 1 1 0 1	1 1 1 1 1	1 0 1 1 1
X811	0.691042684	5	0 1 1 0 1	1 0 0 1 0	0 0 0 1 0	0 0 1 1 0	1 1 1 0 1	0 0 1 1 0
X812	0.235079745	5	1 1 1 0 1	1 1 1 0 1	1 1 0 1 0	1 0 1 0 1	0 1 0 0 1	1 1 1 0 1
X813	0.483064734	5	0 1 0 1 1	0 1 0 0 0	1 1 0 1 1	0 1 1 0 1	0 1 0 1 1	0 1 0 1 1
X814	0.516821081	5	0 0 1 0 1	0 0 1 0 0	0 0 1 1 1	0 0 1 0 1	1 1 1 1 1	0 0 1 0 1
X815	0.884601785	5	0 1 1 0 0	0 1 0 0 0	0 0 0 1 1	0 1 0 0 1	0 0 0 1 0	0 1 0 0 0
X816	0.3568864	5	0 1 1 1 0	1 0 1 0 1	1 0 0 1 0	1 1 1 0 0	1 0 0 0 0	1 0 1 0 0
X817	0.076570318	5	1 1 1 1 0	1 1 0 1 1	0 1 1 0 0	1 0 1 0 1	1 0 0 1 1	1 1 1 1 1
X818	0.20938924	5	0 0 0 1 0	1 0 0 1 0	1 0 0 1 0	1 1 0 1 1	1 0 1 0 1	1 0 0 1 0
X819	0.04975635	5	1 0 0 1 0	1 0 0 1 0	1 0 1 1 1	0 1 1 0 0	1 0 1 0 1	1 0 1 1 0
X820	0.877155372	5	1 0 1 0 1	0 0 0 0 1	1 1 0 0 1	0 0 1 1 1	1 1 1 1 0	1 0 1 0 1
X821	0.431924057	5	0 1 0 1 0	0 1 0 0 0	1 0 0 0 0	1 1 1 1 1	1 0 1 1 1	1 1 0 1 0
X822	0.126829879	5	1 1 1 0 0	1 0 1 0 1	1 1 1 1 1	1 0 0 1 0	1 0 1 1 1	1 0 1 1 1
X823	0.862386161	5	0 0 1 1 1	0 0 1 0 1	0 1 0 1 0	0 0 0 1 0	0 1 0 0 1	0 0 0 1 1
X824	0.709572088	5	0 0 0 0 1	1 0 0 0 0	1 1 0 1 1	0 0 1 0 1	0 1 1 0 1	0 0 0 0 1
X825	0.27278579	5	1 0 1 0 0	1 0 0 1 0	0 1 1 0 0	1 0 1 0 1	0 1 0 1 0	1 0 1 0 0
X826	0.963194889	5	0 0 0 0 1	0 0 0 0 1	1 0 0 0 0	0 1 1 1 0	1 0 1 0 0	0 0 0 0 0
X827	0.835728333	5	0 0 0 1 1	0 1 0 1 1	0 0 1 0 0	0 0 1 1 1	1 1 0 1 1	0 0 0 1 1
X828	0.734634046	5	1 1 0 0 0	0 0 0 1 1	1 0 0 1 0	1 1 1 0 1	0 0 0 1 0	1 0 0 1 0
X829	0.288268522	5	0 0 1 0 1	0 0 0 0 1	0 1 0 1 0	1 1 0 1 0	0 1 1 0 1	0 1 0 0 1
X830	0.289612656	5	1 0 0 1 0	1 1 1 0 1	0 0 1 0 0	1 0 0 0 1	1 1 1 1 0	1 0 1 0 0
X831	0.77947613	5	1 0 1 1 1	0 1 1 1 1	1 1 1 0 0	0 1 0 1 1	1 1 1 0 0	1 1 1 1 1
X832	0.66963464	5	1 0 1 1 0	1 0 0 1 0	0 1 1 0 1	1 0 0 0 1	0 1 0 1 0	1 0 0 1 0
X833	0.468632092	5	1 1 1 1 0	0 1 0 1 0	0 0 0 1 1	0 0 1 1 1	0 0 0 0 0	0 0 0 1 0
X834	0.030568671	5	0 1 1 0 1	1 1 1 1 0	1 1 1 0 0	0 0 0 1 0	1 1 0 0 1	1 1 1 0 0
X835	0.18320043	5	0 0 1 1 0	0 0 0 1 1	0 0 0 0 0	1 1 1 1 0	1 1 0 0 1	0 0 0 1 0
X836	0.378089215	5	1 1 1 0 0	1 0 1 1 1	1 0 1 1 0	0 0 0 0 1	1 0 1 1 1	1 0 1 1 1
X837	0.934579282	5	0 0 1 0 0	1 1 0 1 0	0 1 1 0 0	0 0 0 1 0	1 1 0 1 1	0 1 0 1 0
X838	0.8252222	5	0 1 0 0 0	0 0 0 0 0	1 1 0 0 1	0 0 0 1 0	0 1 0 1 0	0 1 0 0 0
X839	0.655780181	5	0 1 1 1 1	0 1 1 0 1	0 1 1 0 1	0 0 1 0 1	1 0 0 0 0	0 1 1 0 1
X840	0.864371819	5	1 1 1 0 0	1 0 0 0 1	1 0 0 0 1	0 0 1 1 0	1 0 0 0 0	1 0 0 0 0
X841	0.159502109	5	0 0 0 0 0	0 0 0 0 0	1 1 0 0 1	1 1 0 1 1	1 1 1 1 1	1 1 0 0 1
X842	0.427919948	5	0 1 0 1 1	0 0 0 0 1	0 1 0 0 1	1 0 1 1 0	1 1 1 1 1	0 1 0 1 1
X843	0.731529525	5	1 1 0 0 0	1 0 0 0 1	1 0 0 0 0	0 1 1 1 0	1 1 1 0 0	1 1 0 0 0
X844	0.833567848	5	0 0 0 0 0	0 1 1 1 1	1 1 1 1 1	0 1 1 1 1	0 1 0 0 1	0 1 1 1 1
X845	0.993776264	5	1 0 1 0 0	0 1 1 1 0	1 0 1 0 0	0 0 1 0 1	1 1 1 0 1	1 0 1 0 0
X846	0.789440217	5	1 1 0 0 0	0 1 1 0 1	1 1 0 0 0	0 0 1 0 1	0 1 0 0 0	0 1 0 0 0
X847	0.577627776	5	0 0 0 1 1	1 0 1 0 1	1 0 0 1 0	1 1 1 1 1	0 0 0 1 1	1 0 0 1 1
X848	0.625760471	5	0 0 0 1 1	0 0 0 0 0	0 1 1 0 1	0 1 0 0 0	0 0 0 1 0	0 0 0 0 0
X849	0.706523558	5	1 1 1 0 0	0 0 0 1 0	1 1 1 0 1	1 0 0 0 1	0 1 1 0 1	1 1 1 0 1
X850	0.14022812	5	1 0 0 0 0	0 1 0 1 0	1 1 0 1 1	1 0 0 0 1	0 1 1 0 0	1 1 0 0 0
X851	0.621471523	5	1 0 0 0 1	1 0 1 0 0	0 1 0 0 0	1 0 1 0 1	1 0 1 1 0	1 0 1 0 0
X852	0.178112151	5	1 1 1 1 0	0 0 0 1 0	1 1 1 1 0	1 1 1 1 1	1 0 0 0 1	1 1 1 1 0
X853	0.128360294	5	1 0 1 1 0	1 1 1 0 0	1 0 1 1 1	1 0 1 1 0	1 0 1 0 0	1 0 1 1 0
X854	0.071869652	5	1 1 0 1 1	1 0 0 0 0	0 0 1 0 0	0 1 0 0 1	0 1 0 1 1	0 1 0 0 1
X855	0.399696288	5	1 1 0 1 0	0 0 1 0 1	1 0 0 0 0	0 1 0 1 1	1 0 1 1 0	1 0 0 1 0
X856	0.132722355	5	1 0 0 1 1	0 1 1 1 0	0 0 0 0 1	1 0 1 0 0	0 0 0 1 1	0 0 0 1 1
X857	0.5694307	5	0 1 0 1 0	1 0 0 0 0	0 0 0 0 0	0 0 0 1 1	0 1 0 1 1	0 0 0 1 0
X858	0.981863909	5	1 1 1 1 0	1 0 0 0 1	1 1 1 0 1	0 0 1 0 1	1 0 1 1 1	1 0 1 0 1
X859	0.932478286	5	1 1 0 0 0	0 0 1 1 0	0 0 0 1 1	1 0 0 0 1	1 0 0 1 1	1 0 0 1 1
X860	0.627074026	5	0 0 0 0 1	1 1 0 1 0	1 1 0 1 1	0 0 1 1 1	1 0 1 0 1	1 0 0 1 1
X861	0.648835961	5	0 0 1 0 0	1 1 0 1 1	0 1 1 0 1	0 0 1 0 1	0 1 0 0 0	0 1 1 0 1
X862	0.256127192	5	0 1 1 1 1	1 1 0 0 1	1 0 0 0 1	0 0 0 0 1	0 1 1 1 1	0 1 0 0 1
X863	0.412736103	5	0 0 1 0 0	0 0 0 0 0	0 0 1 1 1	1 1 0 0 1	0 0 1 1 0	0 0 1 0 0
X864	0.86392924	5	1 1 1 0 0	0 0 1 1 1	0 1 0 1 0	1 0 1 1 0	1 1 1 1 1	1 1 1 1 0
X865	0.669777332	5	0 0 1 0 0	0 0 1 0 1	1 0 1 1 1	1 1 1 0 1	0 0 0 1 1	0 0 1 0 1
X866	0.919672637	5	1 0 1 1 1	1 1 1 1 1	1 0 0 0 0	0 0 0 0 0	1 0 1 0 0	1 0 1 0 0
X867	0.883054456	5	1 1 1 1 0	1 1 0 0 1	0 1 0 0 1	1 0 1 0 0	1 0 0 1 1	1 1 0 0 1
X868	0.251766985	5	0 1 1 1 1	0 1 0 1 1	0 0 1 0 0	1 0 1 1 1	0 0 1 0 0	0 0 1 1 1
X869	0.459990362	5	0 1 0 0 1	0 0 0 0 0	1 1 1 1 0	1 1 0 1 1	1 0 0 1 1	1 1 0 1 1
X870	0.886468753	5	0 1 1 1 0	0 1 1 1 0	0 1 1 0 1	0 1 0 0 1	0 1 1 1 1	0 1 1 1 1
X871	0.110140385	5	1 1 0 0 1	1 0 1 1 1	1 1 1 1 1	0 0 0 0 1	0 0 0 1 1	1 0 0 1 1
X872	0.928512893	5	0 1 0 1 0	0 0 0 0 0	1 1 0 0 1	1 1 0 0 0	0 0 1 1 0	0 1 0 0 0
X873	0.632135317	5	1 0 1 1 1	0 0 0 1 1	1 0 1 1 0	0 1 1 1 1	0 0 1 0 0	0 0 1 1 1
X874	0.29896357	5	1 0 0 1 0	1 0 1 0 1	0 1 1 1 0	0 0 0 1 0	0 1 1 1 1	0 0 1 1 0
X875	0.871658702	5	1 1 0 1 1	0 0 1 1 0	1 1 1 1 0	0 0 1 0 1	1 1 0 0 0	1 1 1 1 0
X876	0.873675425	5	1 0 1 1 0	0 0 0 0 0	1 0 1 1 1	1 1 1 1 1	1 1 0 0 1	1 0 1 1 1
X877	0.158050311	5	0 0 1 0 0	0 1 0 0 1	1 0 1 1 1	0 0 0 0 1	0 1 0 0 1	0 0 0 0 1
X878	0.454423449	5	1 1 0 0 0	0 0 1 1 0	1 1 1 0 0	0 1 0 1 0	1 0 1 1 0	1 1 1 1 0
X879	0.182715266	5	0 0 1 0 1	1 1 1 1 1	1 0 1 1 0	0 1 0 0 0	0 0 0 1 0	0 0 1 1 0
X880	0.871939125	5	1 0 1 0 1	0 1 0 1 1	0 1 1 1 0	1 1 0 1 1	1 1 1 0 1	1 1 1 1 1
X881	0.521750701	5	1 0 1 0 0	1 0 1 0 0	1 0 0 1 1	0 0 1 0 0	0 1 1 0 1	1 0 1 0 0
X882	0.615246843	5	1 1 1 0 1	1 1 0 1 0	0 1 1 0 0	0 0 1 0 0	0 0 0 1 1	0 1 1 0 0
X883	0.423100033	5	0 0 0 0 0	1 1 0 0 1	0 0 0 1 1	1 1 0 1 1	0 1 1 0 0	0 1 0 0 1
X884	0.671397133	5	1 0 1 0 1	1 1 0 1 0	1 1 0 0 1	0 0 0 1 1	1 1 0 0 0	1 1 0 0 1
X885	0.983394662	5	0 0 1 1 0	1 1 1 1 0	0 1 0 1 1	1 0 0 1 0	1 0 0 0 1	1 0 0 1 0
X886	0.087347073	5	1 0 1 1 1	0 1 1 0 0	0 0 0 1 1	1 0 0 0 1	1 0 1 1 0	1 0 1 1 1
X887	0.380901663	5	0 1 1 1 0	1 1 0 1 0	0 0 0 0 1	0 1 0 0 0	1 1 0 0 0	0 1 0 0 0
X888	0.528835062	5	0 0 0 1 0	0 1 0 1 0	1 0 1 0 1	1 1 1 1 0	1 0 0 1 0	1 0 0 1 0
X889	0.040964853	5	1 0 1 1 1	1 1 1 0 0	1 0 0 0 1	1 0 1 1 1	1 1 0 1 0	1 0 1 1 1
X890	0.117928761	5	0 0 0 1 1	1 0 0 1 0	1 1 1 0 1	1 1 1 0 1	0 1 0 1 1	1 1 0 1 1
X891	0.533968652	5	0 0 1 1 0	0 0 1 0 0	0 0 0 1 0	1 1 1 0 0	0 1 1 0 0	0 0 1 0 0
X892	0.401115721	5	1 1 1 0 0	1 1 0 1 1	1 1 1 1 0	1 1 1 1 1	0 0 1 1 0	1 1 1 1 0
X893	0.682989158	5	0 0 1 1 1	0 0 0 1 1	1 0 1 0 1	0 1 1 1 1	1 1 1 0 1	0 0 1 1 1
X894	0.971169718	5	1 1 1 1 0	0 0 0 0 0	0 1 0 0 0	1 0 0 0 1	0 0 1 0 1	0 0 0 0 0
X895	0.306233428	5	0 1 1 1 0	0 1 0 1 1	1 1 0 1 0	1 0 0 1 1	0 1 0 0 1	0 1 0 1 1
X896	0.830925787	5	0 1 0 1 0	1 0 0 1 0	0 0 0 0 0	1 0 0 1 0	0 0 1 0 1	0 0 0 1 0
X897	0.976561099	5	1 0 1 0 1	1 0 0 0 1	0 0 1 1 0	0 0 0 1 0	0 0 0 1 0	0 0 0 1 0
X898	0.355428092	5	0 1 0 1 1	0 0 0 1 1	1 0 1 0 1	1 0 1 1 1	1 1 0 1 0	1 0 0 1 1
X899	0.049256045	5	0 0 0 1 0	1 1 0 0 1	1 0 0 0 0	0 0 1 0 0	1 1 0 0 1	1 0 0 0 0
X900	0.272417963	5	1 1 0 0 0	0 0 0 1 1	0 1 1 0 0	0 1 0 1 0	1 1 0 1 0	0 1 0 1 0
X901	0.081011041	5	0 1 1 1 0	0 0 1 0 1	0 0 0 1 0	1 0 1 1 0	1 1 1 1 1	0 0 1 1 0
X902	0.828727965	5	1 0 1 0 0	1 1 0 1 1	1 1 1 0 0	1 0 1 1 0	1 0 1 0 1	1 0 1 0 0
X903	0.877697141	5	1 1 0 1 1	0 1 1 1 1	0 0 1 0 1	0 1 0 0 1	0 1 1 1 1	0 1 1 1 1
X904	0.449535702	5	1 0 1 1 1	1 0 1 0 1	1 0 1 1 1	1 0 0 1 1	1 1 0 1 1	1 0 1 1 1
X905	0.554703872	5	1 0 0 1 1	0 0 1 0 0	0 1 0 1 1	0 0 1 0 1	1 1 0 1 0	0 0 0 1 1
X906	0.365956458	5	0 0 0 1 1	0 1 1 1 1	0 0 0 1 1	1 1 0 0 1	1 0 0 0 0	0 0 0 1 1
X907	0.158340756	5	0 1 0 1 0	1 0 0 1 0	1 1 1 1 0	1 0 1 0 0	1 0 0 1 1	1 0 0 1 0
X908	0.453488933	5	0 1 1 0 0	1 1 1 0 0	1 1 0 1 0	1 0 0 1 1	1 0 1 1 0	1 1 1 1 0
X909	0.598276962	5	1 1 0 0 0	1 0 1 1 0	1 1 1 0 1	1 1 1 0 1	0 0 0 1 1	1 1 1 0 1
X910	0.465875621	5	1 0 0 0 0	1 1 1 0 1	0 0 1 1 1	1 1 0 1 0	0 0 1 0 1	1 0 1 0 1
X911	0.634098151	5	0 1 0 1 1	0 1 0 1 0	1 1 1 1 0	1 0 0 0 0	0 1 0 0 0	0 1 0 1 0
X912	0.79434699	5	0 1 0 1 0	0 0 0 0 1	0 0 1 0 0	1 1 0 1 1	0 1 1 0 0	0 1 0 0 0
X913	0.856741691	5	1 1 0 0 1	1 1 1 1 1	1 0 0 0 0	0 1 0 1 1	0 0 0 1 1	1 1 0 1 1
X914	0.23812136	5	0 1 1 1 1	0 1 0 1 1	0 0 0 0 1	0 1 1 0 1	1 1 1 0 1	0 1 1 0 1
X915	0.597885034	5	0 0 0 1 0	0 0 0 1 0	0 1 1 0 1	0 0 1 1 0	1 0 0 0 1	0 0 0 1 0
X916	0.832256109	5	1 1 1 0 0	1 1 0 0 1	0 1 1 1 1	1 0 1 1 1	1 0 0 1 0	1 1 1 1 1
X917	0.971638765	5	1 0 0 0 0	1 0 1 0 1	0 0 1 0 1	1 1 0 0 1	1 1 1 0 0	1 0 1 0 1
X918	0.32240588	5	1 1 1 0 0	1 1 0 1 1	0 0 1 0 1	0 1 1 0 1	0 1 0 1 1	0 1 1 0 1
X919	0.925614346	5	1 0 0 0 0	1 0 1 1 0	1 0 1 1 1	0 0 0 1 1	0 1 0 1 0	1 0 0 1 0
X920	0.368008471	5	0 0 1 1 1	1 0 0 1 0	0 1 0 1 0	1 1 0 1 1	0 1 0 0 1	0 1 0 1 1
X921	0.152851481	5	0 1 1 1 1	1 1 1 1 1	0 1 0 0 1	1 0 0 0 0	1 0 0 0 1	1 1 0 0 1
X922	0.959954869	5	1 0 1 0 1	1 0 1 1 1	1 0 1 1 1	1 0 0 0 0	0 1 1 1 0	1 0 1 1 1
X923	0.563354294	5	0 1 0 1 1	1 0 1 1 1	0 1 1 0 1	1 1 1 1 0	0 0 1 0 0	0 1 1 1 1
X924	0.577875098	5	0 0 1 0 1	0 1 0 1 0	0 0 1 0 1	1 0 0 1 0	1 1 1 0 1	0 0 1 0 1
X925	0.594268783	5	0 0 0 1 1	0 0 0 1 1	1 1 1 1 0	1 0 0 0 0	0 0 0 1 0	0 0 0 1 0
X926	0.679519582	5	0 1 0 0 0	0 1 0 0 1	0 0 0 1 1	1 1 1 0 0	0 0 1 0 0	0 1 0 0 0
X927	0.12606334	5	1 0 1 1 0	0 0 1 1 0	1 1 0 0 0	1 0 1 1 1	1 0 0 1 1	1 0 1 1 0
X928	0.311498849	5	0 1 1 1 0	0 1 1 0 1	0 1 1 0 0	0 1 1 1 1	1 1 0 0 0	0 1 1 0 0
X929	0.818779635	5	0 1 1 1 1	0 1 0 1 1	0 0 0 1 0	1 1 0 1 0	0 0 0 0 0	0 1 0 1 0
X930	0.494299382	5	1 0 1 0 0	0 1 1 0 1	0 0 1 1 0	0 0 0 0 1	1 1 1 0 1	0 0 1 0 1
X931	0.712626804	5	1 1 0 1 0	1 0 0 0 1	1 0 0 0 0	0 0 1 0 0	0 1 1 0 1	1 0 0 0 0
X932	0.714306402	5	1 1 0 1 1	0 0 1 1 0	1 1 0 0 1	1 0 0 1 0	0 1 1 0 1	1 1 0 1 1
X933	0.673797175	5	0 0 1 1 0	1 0 0 0 0	0 0 0 0 1	0 0 0 1 1	0 1 1 1 0	0 0 0 1 0
X934	0.487725825	5	0 0 1 1 0	0 0 1 1 0	0 0 0 1 1	1 1 1 1 1	0 1 0 1 1	0 0 1 1 1
X935	0.566863149	5	0 1 1 0 0	1 1 1 0 0	1 1 0 0 0	0 1 0 1 1	0 0 1 0 1	0 1 1 0 0
X936	0.848553999	5	1 1 1 1 1	0 1 1 1 1	1 1 0 1 0	1 0 0 1 0	0 1 0 0 1	1 1 0 1 1
X937	0.474989892	5	0 0 1 0 1	1 0 1 1 0	1 1 0 0 0	1 0 1 0 0	1 1 0 0 0	1 0 1 0 0
X938	0.765198088	5	1 0 1 0 0	1 1 0 0 0	0 1 1 0 1	1 0 0 1 0	1 0 1 1 1	1 0 1 0 0
X939	0.796678143	5	1 1 0 0 1	1 0 1 1 1	1 0 0 0 1	0 1 1 1 1	0 1 1 0 0	1 1 1 0 1
X940	0.90584073	5	0 0 0 0 1	0 1 1 1 0	1 1 0 1 0	0 0 1 0 1	1 0 1 0 1	0 0 1 0 1
X941	0.183627527	5	1 1 0 1 0	1 1 0 0 0	1 0 1 1 0	0 1 1 1 1	1 0 1 1 1	1 1 1 1 0
X942	0.35898357	5	0 0 0 0 1	1 0 0 0 0	0 0 0 1 0	0 1 0 0 0	1 0 0 1 1	0 0 0 0 0
X943	0.162795653	5	0 1 1 0 1	0 1 0 1 1	0 1 0 1 0	1 0 1 0 0	0 0 0 1 1	0 1 0 1 1
X944	0.889879734	5	0 0 0 1 0	1 0 1 1 0	1 0 0 0 0	1 0 1 0 0	0 0 1 1 1	1 0 1 1 0
X945	0.315329241	5	0 1 1 1 0	0 0 1 0 1	0 0 1 0 0	1 1 1 0 1	1 1 0 1 1	0 1 1 0 1
X946	0.261246415	5	0 0 1 0 0	0 1 0 1 1	1 0 0 1 1	1 0 0 1 1	0 1 1 0 0	0 0 0 1 1
X947	0.211270973	5	1 1 1 0 0	0 0 1 0 1	1 1 0 0 0	0 1 1 1 0	1 1 1 1 0	1 1 1 0 0
X948	0.075463399	5	0 1 0 1 1	0 0 0 1 1	0 1 0 1 0	1 1 0 0 1	0 0 1 0 0	0 1 0 1 1
X949	0.042530221	5	0 0 1 0 1	0 0 1 1 1	0 1 1 0 0	0 0 1 1 0	0 1 0 0 0	0 0 1 0 0
X950	0.713345598	5	0 0 0 1 1	1 0 0 1 0	1 1 1 1 1	0 1 1 1 1	1 1 1 1 1	1 1 1 1 1
X951	0.068348308	5	1 1 0 1 0	0 0 0 1 0	1 1 0 0 1	0 1 1 0 0	1 1 0 1 1	1 1 0 1 0
X952	0.94894732	5	0 0 0 0 0	1 0 0 0 1	0 0 1 0 1	1 0 1 1 1	0 0 0 1 1	0 0 0 0 1
X953	0.51682208	5	1 0 1 0 1	1 1 1 0 0	1 0 0 1 0	1 0 1 1 1	0 1 1 0 1	1 0 1 0 1
X954	0.802505662	5	0 0 1 1 0	1 0 1 1 1	0 0 1 0 0	1 0 0 0 0	1 1 0 1 1	1 0 1 1 0
X955	0.309082976	5	1 0 0 0 0	1 0 1 1 0	1 0 0 1 1	0 0 0 1 0	0 0 1 1 0	1 0 0 1 0
X956	0.377449593	5	1 1 0 1 1	0 0 0 0 0	0 0 1 0 0	1 0 1 1 0	0 1 0 1 1	0 0 0 1 0
X957	0.201162668	5	1 0 1 0 0	0 0 0 1 0	0 0 1 1 1	1 0 0 0 1	1 1 1 0 1	1 0 1 0 1
X958	0.922118653	5	0 0 1 1 1	1 1 1 1 0	0 0 1 0 1	0 1 1 0 0	1 1 0 0 0	0 1 1 0 0
X959	0.714597944	5	0 0 1 0 0	1 1 1 0 0	0 1 1 0 1	1 1 0 1 0	1 1 1 1 1	1 1 1 0 0
X960	0.008529655	5	1 0 0 0 1	0 1 0 0 1	1 0 0 0 1	0 1 0 1 1	0 1 0 1 0	0 1 0 0 1
X961	0.806507692	5	0 1 0 1 1	1 0 0 1 1	0 0 0 1 0	0 1 1 0 0	1 0 0 1 1	0 0 0 1 1
X962	0.202043723	5	0 0 1 0 0	1 0 0 1 1	0 1 0 0 0	1 0 1 0 0	1 0 0 0 1	1 0 0 0 0
X963	0.358698563	5	0 1 0 0 1	1 1 0 1 1	1 0 1 0 1	1 1 0 0 1	0 1 0 1 0	1 1 0 0 1
X964	0.530093728	5	1 0 1 0 0	0 0 1 0 0	1 1 0 0 0	1 1 1 1 1	0 1 1 1 0	1 1 1 0 0
X965	0.802596683	5	1 0 0 1 1	1 1 1 1 1	1 0 1 1 1	0 1 0 0 1	1 1 0 1 1	1 1 0 1 1
X966	0.006580995	5	1 1 1 1 0	0 0 1 0 1	0 1 1 0 1	0 1 0 1 1	0 1 1 1 0	0 1 1 1 1
X967	0.866414406	5	1 1 1 1 0	1 1 0 1 1	0 1 0 1 1	1 0 0 0 0	0 1 1 1 0	1 1 0 1 0
X968	0.85594278	5	0 0 1 1 0	0 1 0 1 0	1 1 1 0 0	1 0 0 1 1	1 1 0 0 0	1 1 0 1 0
X969	0.521623434	5	0 0 0 1 0	0 0 1 0 0	0 0 0 1 0	1 0 1 1 0	1 0 0 0 1	0 0 0 1 0
X970	0.314929236	5	1 0 0 1 1	0 0 1 1 1	0 0 1 0 0	0 1 0 1 1	1 0 1 0 0	0 0 1 1 1
X971	0.167083637	5	1 1 1 0 0	1 0 0 0 0	1 1 0 1 0	1 1 1 0 1	0 0 1 1 0	1 1 1 0 0
X972	0.866255478	5	1 1 1 1 1	1 0 1 0 1	1 0 1 0 1	1 0 0 1 1	0 1 1 0 0	1 0 1 0 1
X973	0.708359745	5	0 0 0 0 0	1 1 0 0 0	0 0 0 1 0	1 0 1 1 1	1 0 1 1 0	1 0 0 1 0
X974	0.600285477	5	0 0 1 0 1	1 0 1 0 0	0 1 0 0 0	1 1 1 1 1	0 1 1 1 1	0 1 1 0 1
X975	0.990339078	5	1 1 0 0 1	0 0 1 1 0	1 1 1 0 0	1 1 0 1 0	1 1 1 0 1	1 1 1 0 0
X976	0.61634159	5	0 1 0 1 1	1 1 1 1 0	1 1 1 1 0	1 0 0 0 1	0 1 0 1 1	1 1 0 1 1
X977	0.527245418	5	1 1 1 0 1	1 0 1 1 0	0 1 1 1 0	1 1 0 1 0	0 0 0 1 1	1 1 1 1 0
X978	0.239706205	5	1 0 0 1 0	1 0 0 1 0	0 1 1 0 1	0 0 1 1 1	0 0 0 0 1	0 0 0 1 1
X979	0.003972909	5	0 1 1 0 1	0 1 0 0 1	1 0 1 1 0	1 1 0 1 1	1 1 0 0 1	1 1 0 0 1
X980	0.720810898	5	1 0 1 1 1	0 1 1 0 1	1 1 1 0 0	1 1 1 0 1	1 1 0 1 1	1 1 1 0 1
